COUNT_time,drivinstage,turn,omega,hsv.val,distance,gyro_deg
8020,0,-24,-86,27,31,0
8024,0,-26,-86,27,31,0
8028,0,-26,-86,27,31,0
8032,0,-21,-87,26,31,0
8036,0,-22,-87,26,31,0
8040,0,-17,-87,25,31,0
8044,0,-18,-87,25,31,0
8048,0,-18,-87,25,31,0
8052,0,-18,-87,25,31,0
8056,0,-18,-87,25,31,0
8060,0,-13,-88,24,31,0
8064,0,-15,-88,24,31,0
8068,0,-15,-88,24,31,0
8072,0,-9,-88,23,31,0
8076,0,-11,-88,23,31,0
8080,0,-6,-88,22,31,0
8084,0,-7,-88,22,31,0
8088,0,-7,-88,22,31,0
8092,0,-2,-88,21,31,0
8096,0,-3,-88,21,31,0
8100,0,1,-89,20,31,0
8104,0,0,-89,20,31,0
8108,100,0,-89,20,31,0
8112,100,5,-89,19,31,0
8116,100,3,-89,19,31,0
8120,100,3,0,19,31,0
8124,100,3,0,19,31,0
8128,100,3,0,19,31,0
8132,100,8,0,18,31,0
8136,100,7,0,18,31,0
8140,100,7,0,18,31,0
8144,100,7,0,18,31,0
8148,100,7,0,18,31,0
8152,100,12,0,17,31,0
8156,0,11,0,17,31,0
8160,0,11,0,17,31,0
8164,0,11,0,17,31,0
8168,0,11,0,17,31,0
8172,0,16,0,16,31,0
8176,0,14,0,16,31,0
8180,0,14,0,16,31,0
8184,0,14,0,16,31,0
8188,0,14,0,16,31,0
8192,0,20,0,15,31,0
8196,0,18,0,15,31,0
8200,0,24,0,14,111,0
8204,0,22,0,14,111,0
8208,0,22,0,14,111,0
8212,0,22,0,14,111,0
8216,0,22,0,14,111,0
8220,0,22,0,14,111,0
8224,0,22,0,14,111,0
8228,0,22,0,14,111,0
8232,0,22,0,14,111,0
8236,0,22,0,14,111,0
8240,0,27,1,13,111,0
8244,0,26,1,13,111,0
8248,0,26,1,13,111,0
8252,0,26,1,13,111,0
8256,0,26,1,13,111,0
8260,0,26,1,13,111,0
8264,0,26,1,13,111,0
8268,0,26,1,13,111,0
8272,0,26,2,13,111,0
8276,0,26,2,13,111,0
8280,0,21,2,14,111,0
8284,0,22,2,14,111,0
8288,0,22,2,14,111,0
8292,0,22,2,14,111,0
8296,0,22,2,14,111,0
8300,0,22,3,14,111,0
8304,0,22,3,14,111,0
8308,0,22,3,14,111,0
8312,0,17,3,15,111,0
8316,0,18,3,15,111,0
8320,0,18,3,15,111,0
8324,0,18,3,15,111,0
8328,0,18,3,15,111,0
8332,0,13,4,16,111,0
8336,0,15,4,16,111,0
8340,0,15,4,16,111,0
8344,0,15,4,16,111,0
8348,0,15,4,16,111,0
8352,0,9,4,17,111,0
8356,0,11,4,17,111,0
8360,0,6,5,18,111,0
8364,0,7,5,18,111,0
8368,0,7,5,18,111,0
8372,0,7,5,18,111,0
8376,0,7,5,18,111,0
8380,0,2,5,19,111,0
8384,0,3,5,19,111,0
8388,0,3,5,19,111,0
8392,0,3,5,19,111,0
8396,0,3,5,19,111,0
8400,0,-1,5,20,111,0
8404,0,0,5,20,111,0
8408,100,0,5,20,111,0
8412,100,-5,5,21,111,0
8416,100,-3,5,21,111,0
8420,100,-3,0,21,111,0
8424,100,-3,0,21,111,0
8428,100,-3,0,21,111,0
8432,100,-3,0,21,111,0
8436,100,-3,0,21,111,0
8440,100,-9,0,22,111,0
8444,100,-7,0,22,111,0
8448,100,-7,0,22,111,0
8452,100,-12,0,23,111,0
8456,0,-11,0,23,111,0
8460,0,-11,0,23,111,0
8464,0,-11,0,23,111,0
8468,0,-11,0,23,111,0
8472,0,-11,0,23,111,0
8476,0,-11,0,23,111,0
8480,0,-16,0,24,111,0
8484,0,-14,0,24,111,0
8488,0,-14,0,24,111,0
8492,0,-14,0,24,111,0
8496,0,-14,0,24,111,0
8500,0,-14,0,24,111,0
8504,0,-14,0,24,111,0
8508,0,-15,0,24,111,0
8512,0,-15,0,24,111,0
8516,0,-15,0,24,111,0
8520,0,-15,0,24,111,0
8524,0,-15,0,24,111,0
8528,0,-15,0,24,111,0
8532,0,-15,0,24,111,0
8536,0,-15,0,24,111,0
8540,0,-15,-1,24,111,0
8544,0,-15,-1,24,111,0
8548,0,-15,-1,24,111,0
8552,0,-15,-1,24,111,0
8556,0,-15,-1,24,111,0
8560,0,-15,-1,24,111,0
8564,0,-15,-1,24,111,0
8568,0,-15,-1,24,111,0
8572,0,-15,-1,24,111,0
8576,0,-15,-1,24,111,0
8580,0,-9,-1,23,111,0
8584,0,-11,-1,23,111,0
8588,0,-11,-1,23,111,0
8592,0,-11,-2,23,111,0
8596,0,-11,-2,23,111,0
8600,0,-11,-2,23,111,0
8604,0,-11,-2,23,111,0
8608,0,-11,-2,23,111,0
8612,0,-11,-2,23,111,0
8616,0,-11,-2,23,111,0
8620,0,-11,-2,23,111,0
8624,0,-11,-2,23,111,0
8628,0,-11,-2,23,111,0
8632,0,-6,-2,22,111,0
8636,0,-7,-2,22,111,0
8640,0,-7,-3,22,111,0
8644,0,-7,-3,22,111,0
8648,0,-7,-3,22,111,0
8652,0,-2,-3,21,111,0
8656,0,-3,-3,21,111,0
8660,0,-3,-3,21,111,0
8664,0,-3,-3,21,111,0
8668,0,-3,-3,21,111,0
8672,0,-3,-3,21,111,0
8676,0,-3,-3,21,111,0
8680,0,1,-3,20,96,0
8684,0,0,-3,20,96,0
8688,100,0,-3,20,96,0
8692,100,0,-3,20,96,0
8696,100,0,-3,20,96,0
8700,100,5,0,19,96,0
8704,100,3,0,19,96,0
8708,100,3,0,19,96,0
8712,100,3,0,19,96,0
8716,100,3,0,19,96,0
8720,100,3,0,19,96,0
8724,100,3,0,19,96,0
8728,100,3,0,19,96,0
8732,100,3,0,19,96,0
8736,100,3,0,19,96,0
8740,100,9,0,18,96,0
8744,100,7,0,18,96,0
8748,100,7,0,18,96,0
8752,100,7,0,18,96,0
8756,100,7,0,18,96,0
8760,100,7,0,18,96,0
8764,100,7,0,18,96,0
8768,100,7,0,18,96,0
8772,100,7,0,18,96,0
8776,100,7,0,18,96,0
8780,100,7,0,18,96,0
8784,100,7,0,18,96,0
8788,100,7,0,18,96,0
8792,100,7,0,18,96,0
8796,100,7,0,18,96,0
8800,100,7,0,18,96,0
8804,100,7,0,18,96,0
8808,100,7,0,18,96,0
8812,100,12,0,17,96,0
8816,0,11,0,17,96,0
8820,0,11,0,17,96,0
8824,0,11,0,17,96,0
8828,0,11,0,17,96,0
8832,0,11,0,17,96,0
8836,0,11,0,17,96,0
8840,0,5,0,18,96,0
8844,0,7,0,18,96,0
8848,0,7,0,18,96,0
8852,0,7,0,18,96,0
8856,0,7,0,18,96,0
8860,0,7,0,18,96,0
8864,0,7,0,18,96,0
8868,0,7,0,18,96,0
8872,0,7,0,18,96,0
8876,0,7,0,18,96,0
8880,0,7,0,18,96,0
8884,0,7,0,18,96,0
8888,0,7,0,18,96,0
8892,0,7,0,18,96,0
8896,0,7,0,18,96,0
8900,0,7,0,18,96,0
8904,0,7,0,18,96,0
8908,0,7,0,18,96,0
8912,0,2,0,19,96,0
8916,0,3,0,19,96,0
8920,0,3,1,19,96,0
8924,0,3,1,19,96,0
8928,0,3,1,19,96,0
8932,0,3,0,19,96,0
8936,0,3,0,19,96,0
8940,0,3,0,19,96,0
8944,0,3,0,19,96,0
8948,0,3,0,19,96,0
8952,0,3,1,19,96,0
8956,0,3,1,19,96,0
8960,0,3,1,19,96,0
8964,0,3,1,19,96,0
8968,0,3,1,19,96,0
8972,0,-1,1,20,96,0
8976,0,0,1,20,96,0
8980,100,0,1,20,96,0
8984,100,0,1,20,96,0
8988,100,0,1,20,96,0
8992,100,-5,0,21,96,0
8996,100,-3,0,21,96,0
9000,100,-3,0,21,96,0
9004,100,-3,0,21,96,0
9008,100,-3,0,21,96,0
9012,100,-3,0,21,96,0
9016,100,-3,0,21,96,0
9020,100,-3,0,21,96,0
9024,100,-3,0,21,96,0
9028,100,-3,0,21,96,0
9032,100,-3,0,21,96,0
9036,100,-3,0,21,96,0
9040,100,-3,0,21,96,0
9044,100,-3,0,21,96,0
9048,100,-3,0,21,96,0
9052,100,-3,0,21,96,0
9056,100,-3,0,21,96,0
9060,100,-9,0,22,96,0
9064,100,-7,0,22,96,0
9068,100,-7,0,22,96,0
9072,100,-7,0,22,96,0
9076,100,-7,0,22,96,0
9080,100,-7,0,22,96,0
9084,100,-7,0,22,96,0
9088,100,-7,0,22,96,0
9092,100,-7,0,22,96,0
9096,100,-7,0,22,96,0
9100,100,-7,0,22,96,0
9104,100,-7,0,22,96,0
9108,100,-7,0,22,96,0
9112,100,-7,0,22,96,0
9116,100,-7,0,22,96,0
9120,100,-7,0,22,96,0
9124,100,-7,0,22,96,0
9128,100,-7,0,22,96,0
9132,100,-7,0,22,96,0
9136,100,-7,0,22,96,0
9140,100,-7,0,22,96,0
9144,100,-7,0,22,96,0
9148,100,-7,0,22,96,0
9152,100,-7,0,22,96,0
9156,100,-7,0,22,96,0
9160,100,-7,0,22,96,0
9164,100,-7,0,22,96,0
9168,100,-7,0,22,96,0
9172,100,-2,0,21,96,0
9176,100,-3,0,21,96,0
9180,100,-3,0,21,96,0
9184,100,-3,0,21,96,0
9188,100,-3,0,21,96,0
9192,100,-3,-1,21,96,0
9196,100,-3,-1,21,96,0
9200,100,-3,-1,21,80,0
9204,100,-3,-1,21,80,0
9208,100,-3,-1,21,80,0
9212,100,-3,-1,21,80,0
9216,100,-3,-1,21,80,0
9220,100,-3,-1,21,80,0
9224,100,-3,-1,21,80,0
9228,100,-3,-1,21,80,0
9232,100,-3,-1,21,80,0
9236,100,-3,-1,21,80,0
9240,100,1,-1,20,80,0
9244,100,0,-1,20,80,0
9248,100,0,-1,20,80,0
9252,100,0,-1,20,80,0
9256,100,0,-1,20,80,0
9260,100,0,-1,20,80,0
9264,100,0,-1,20,80,0
9268,100,0,-1,20,80,0
9272,100,0,-1,20,80,0
9276,100,0,-1,20,80,0
9280,100,0,-1,20,80,0
9284,100,0,-1,20,80,0
9288,100,0,-1,20,80,0
9292,100,5,-1,19,80,0
9296,100,3,-1,19,80,0
9300,100,3,-1,19,80,0
9304,100,3,-1,19,80,0
9308,100,3,-1,19,80,0
9312,100,3,-1,19,80,0
9316,100,3,-1,19,80,0
9320,100,3,-1,19,80,0
9324,100,3,-1,19,80,0
9328,100,3,-1,19,80,0
9332,100,3,-1,19,80,0
9336,100,3,-1,19,80,0
9340,100,3,-1,19,80,0
9344,100,3,-1,19,80,0
9348,100,3,-1,19,80,0
9352,100,3,-1,19,80,0
9356,100,3,-1,19,80,0
9360,100,3,-1,19,80,0
9364,100,3,-1,19,80,0
9368,100,3,-1,19,80,0
9372,100,3,-1,19,80,0
9376,100,3,-1,19,80,0
9380,100,3,-1,19,80,0
9384,100,3,-1,19,80,0
9388,100,3,-1,19,80,0
9392,100,3,-1,19,80,0
9396,100,3,-1,19,80,0
9400,100,3,-1,19,80,0
9404,100,3,-1,19,80,0
9408,100,3,-1,19,80,0
9412,100,3,-1,19,80,0
9416,100,3,-1,19,80,0
9420,100,3,0,19,80,0
9424,100,3,0,19,80,0
9428,100,3,0,19,80,0
9432,100,3,0,19,80,0
9436,100,3,0,19,80,0
9440,100,3,0,19,80,0
9444,100,3,0,19,80,0
9448,100,3,0,19,80,0
9452,100,3,0,19,80,0
9456,100,3,0,19,80,0
9460,100,3,0,19,80,0
9464,100,3,0,19,80,0
9468,100,3,0,19,80,0
9472,100,3,0,19,80,0
9476,100,3,0,19,80,0
9480,100,3,0,19,80,0
9484,100,3,0,19,80,0
9488,100,3,0,19,80,0
9492,100,3,0,19,80,0
9496,100,3,0,19,80,0
9500,100,3,0,19,80,0
9504,100,3,0,19,80,0
9508,100,3,0,19,80,0
9512,100,3,0,19,80,0
9516,100,3,0,19,80,0
9520,100,3,0,19,80,0
9524,100,3,0,19,80,0
9528,100,3,0,19,80,0
9532,100,3,0,19,80,0
9536,100,3,0,19,80,0
9540,100,-1,0,20,80,0
9544,100,0,0,20,80,0
9548,100,0,0,20,80,0
9552,100,0,0,20,80,0
9556,100,0,0,20,80,0
9560,100,0,0,20,80,0
9564,100,0,0,20,80,0
9568,100,0,0,20,80,0
9572,100,0,0,20,80,0
9576,100,0,0,20,80,0
9580,100,0,0,20,80,0
9584,100,0,0,20,80,0
9588,100,0,0,20,80,0
9592,100,-5,0,21,80,0
9596,100,-3,0,21,80,0
9600,100,-3,0,21,80,0
9604,100,-3,0,21,80,0
9608,100,-3,0,21,80,0
9612,100,-3,0,21,80,0
9616,100,-3,0,21,80,0
9620,100,-3,0,21,80,0
9624,100,-3,0,21,80,0
9628,100,-3,0,21,80,0
9632,100,-3,0,21,80,0
9636,100,-3,0,21,80,0
9640,100,-3,0,21,80,0
9644,100,-3,0,21,80,0
9648,100,-3,0,21,80,0
9652,100,-3,0,21,80,0
9656,100,-3,0,21,80,0
9660,100,-3,0,21,80,0
9664,100,-3,0,21,80,0
9668,100,-3,0,21,80,0
9672,100,-3,0,21,80,0
9676,100,-3,0,21,80,0
9680,100,-3,0,21,64,0
9684,100,-3,0,21,64,0
9688,100,-3,0,21,64,0
9692,100,-3,0,21,64,0
9696,100,-3,0,21,64,0
9700,100,-3,0,21,64,0
9704,100,-3,0,21,64,0
9708,100,-3,0,21,64,0
9712,100,-3,0,21,64,0
9716,100,-3,0,21,64,0
9720,100,-3,0,21,64,0
9724,100,-3,0,21,64,0
9728,100,-3,0,21,64,0
9732,100,-3,0,21,64,0
9736,100,-3,0,21,64,0
9740,100,-3,0,21,64,0
9744,100,-3,0,21,64,0
9748,100,-3,0,21,64,0
9752,100,-3,0,21,64,0
9756,100,-3,0,21,64,0
9760,100,-3,0,21,64,0
9764,100,-3,0,21,64,0
9768,100,-3,0,21,64,0
9772,100,1,0,20,64,0
9776,100,0,0,20,64,0
9780,100,0,-1,20,64,0
9784,100,0,-1,20,64,0
9788,100,0,-1,20,64,0
9792,100,0,-1,20,64,0
9796,100,0,-1,20,64,0
9800,100,0,-1,20,64,0
9804,100,0,-1,20,64,0
9808,100,0,-1,20,64,0
9812,100,0,-1,20,64,0
9816,100,0,-1,20,64,0
9820,100,0,-1,20,64,0
9824,100,0,-1,20,64,0
9828,100,0,-1,20,64,0
9832,100,0,-1,20,64,0
9836,100,0,-1,20,64,0
9840,100,5,-1,19,64,0
9844,100,3,-1,19,64,0
9848,100,3,-1,19,64,0
9852,100,3,-1,19,64,0
9856,100,3,-1,19,64,0
9860,100,3,-1,19,64,0
9864,100,3,-1,19,64,0
9868,100,3,-1,19,64,0
9872,100,3,-1,19,64,0
9876,100,3,-1,19,64,0
9880,100,3,-1,19,64,0
9884,100,3,-1,19,64,0
9888,100,3,-1,19,64,0
9892,100,3,-1,19,64,0
9896,100,3,-1,19,64,0
9900,100,3,0,19,64,0
9904,100,3,0,19,64,0
9908,100,3,0,19,64,0
9912,100,3,0,19,64,0
9916,100,3,0,19,64,0
9920,100,3,0,19,64,0
9924,100,3,0,19,64,0
9928,100,3,0,19,64,0
9932,100,3,0,19,64,0
9936,100,3,0,19,64,0
9940,100,3,0,19,64,0
9944,100,3,0,19,64,0
9948,100,3,0,19,64,0
9952,100,3,0,19,64,0
9956,100,3,0,19,64,0
9960,100,3,0,19,64,0
9964,100,3,0,19,64,0
9968,100,3,0,19,64,0
9972,100,3,0,19,64,0
9976,100,3,0,19,64,0
9980,100,-1,0,20,64,0
9984,100,0,0,20,64,0
9988,100,0,0,20,64,0
9992,100,0,0,20,64,0
9996,100,0,0,20,64,0
10000,100,0,0,20,64,0
10004,100,0,0,20,64,0
10008,100,0,0,20,64,0
10012,100,0,0,20,64,0
10016,100,0,0,20,64,0
10020,100,0,0,20,64,0
10024,100,0,0,20,64,0
10028,100,0,0,20,64,0
10032,100,0,0,20,64,0
10036,100,0,0,20,64,0
10040,100,0,0,20,64,0
10044,100,0,0,20,64,0
10048,100,0,0,20,64,0
10052,100,0,0,20,64,0
10056,100,0,0,20,64,0
10060,100,-5,0,21,64,0
10064,100,-3,0,21,64,0
10068,100,-3,0,21,64,0
10072,100,-3,0,21,64,0
10076,100,-3,0,21,64,0
10080,100,-3,0,21,64,0
10084,100,-3,0,21,64,0
10088,100,-3,0,21,64,0
10092,100,-3,0,21,64,0
10096,100,-3,0,21,64,0
10100,100,-3,0,21,64,0
10104,100,-3,0,21,64,0
10108,100,-3,0,21,64,0
10112,100,-3,0,21,64,0
10116,100,-3,0,21,64,0
10120,100,-3,0,21,64,0
10124,100,-3,0,21,64,0
10128,100,-3,0,21,64,0
10132,100,-3,0,21,64,0
10136,100,-3,0,21,64,0
10140,100,-3,0,21,64,0
10144,100,-3,0,21,64,0
10148,100,-3,0,21,64,0
10152,100,-3,0,21,64,0
10156,100,-3,0,21,64,0
10160,100,-3,0,21,64,0
10164,100,-3,0,21,64,0
10168,100,-3,0,21,64,0
10172,100,-3,0,21,64,0
10176,100,-3,0,21,64,0
10180,100,-9,0,22,64,0
10184,100,-7,0,22,64,0
10188,100,-7,0,22,64,0
10192,100,-7,0,22,64,0
10196,100,-7,0,22,64,0
10200,100,-12,-1,23,47,0
10204,0,-11,-1,23,47,0
10208,0,-11,-1,23,47,0
10212,0,-11,-1,23,47,0
10216,0,-11,-1,23,47,0
10220,0,-16,0,24,47,0
10224,0,-14,0,24,47,0
10228,0,-14,0,24,47,0
10232,0,-20,0,25,47,0
10236,0,-18,0,25,47,0
10240,0,-18,0,25,47,0
10244,0,-18,0,25,47,0
10248,0,-18,0,25,47,0
10252,0,-24,0,26,47,0
10256,0,-22,0,26,47,0
10260,0,-22,0,26,47,0
10264,0,-22,0,26,47,0
10268,0,-22,0,26,47,0
10272,0,-33,0,28,47,0
10276,0,-29,0,28,47,0
10280,0,-29,-1,28,47,0
10284,0,-29,-1,28,47,0
10288,0,-29,-1,28,47,0
10292,0,-35,-1,29,47,0
10296,0,-33,-1,29,47,0
10300,0,-39,-1,30,47,0
10304,0,-37,-1,30,47,0
10308,0,-37,-1,30,47,0
10312,0,-37,-2,30,47,0
10316,0,-37,-2,30,47,0
10320,0,-42,-2,31,47,0
10324,0,-41,-2,31,47,0
10328,0,-41,-2,31,47,0
10332,0,-41,-3,31,47,0
10336,0,-41,-3,31,47,0
10340,0,-46,-3,32,47,0
10344,0,-45,-3,32,47,0
10348,0,-45,-3,32,47,0
10352,0,-45,-4,32,47,0
10356,0,-45,-4,32,47,0
10360,0,-45,-4,32,47,0
10364,0,-45,-4,32,47,0
10368,0,-45,-4,32,47,0
10372,0,-45,-5,32,47,0
10376,0,-45,-5,32,47,0
10380,0,-45,-6,32,47,0
10384,0,-45,-6,32,47,0
10388,0,-45,-6,32,47,0
10392,0,-45,-6,32,47,0
10396,0,-45,-6,32,47,0
10400,0,-45,-7,32,47,0
10404,0,-45,-7,32,47,0
10408,0,-45,-7,32,47,0
10412,0,-45,-8,32,47,0
10416,0,-45,-8,32,47,0
10420,0,-45,-8,32,47,0
10424,0,-45,-8,32,47,0
10428,0,-45,-8,32,47,0
10432,0,-45,-9,32,47,0
10436,0,-45,-9,32,47,0
10440,0,-39,-9,31,47,0
10444,0,-41,-9,31,47,0
10448,0,-41,-9,31,47,0
10452,0,-36,-10,30,47,0
10456,0,-37,-10,30,47,0
10460,0,-37,-10,30,47,0
10464,0,-37,-10,30,47,0
10468,0,-37,-10,30,47,0
10472,0,-37,-11,30,47,0
10476,0,-37,-11,30,47,0
10480,0,-37,-12,30,47,0
10484,0,-37,-12,30,47,0
10488,0,-37,-12,30,47,0
10492,0,-37,-12,30,47,0
10496,0,-37,-12,30,47,0
10500,0,-32,-12,29,47,0
10504,0,-34,-12,29,47,0
10508,0,-34,-12,29,47,0
10512,0,-34,-13,29,47,0
10516,0,-33,-13,29,47,0
10520,0,-33,-13,29,47,0
10524,0,-33,-13,29,47,0
10528,0,-33,-13,29,47,0
10532,0,-33,-14,29,47,0
10536,0,-33,-14,29,47,0
10540,0,-28,-15,28,47,0
10544,0,-30,-15,28,47,0
10548,0,-30,-15,28,47,0
10552,0,-30,-15,28,47,0
10556,0,-30,-15,28,47,0
10560,0,-30,-15,28,47,0
10564,0,-30,-15,28,47,0
10568,0,-30,-15,28,47,0
10572,0,-30,-16,28,47,0
10576,0,-30,-16,28,47,0
10580,0,-30,-16,28,47,0
10584,0,-30,-16,28,47,0
10588,0,-30,-16,28,47,0
10592,0,-24,-17,27,47,0
10596,0,-26,-17,27,47,0
10600,0,-26,-17,27,47,0
10604,0,-26,-17,27,47,0
10608,0,-26,-17,27,47,0
10612,0,-21,-18,26,47,0
10616,0,-22,-18,26,47,0
10620,0,-22,-18,26,47,0
10624,0,-22,-18,26,47,0
10628,0,-22,-18,26,47,0
10632,0,-22,-18,26,47,0
10636,0,-22,-18,26,47,0
10640,0,-22,-19,26,47,0
10644,0,-22,-19,26,47,0
10648,0,-22,-19,26,47,0
10652,0,-17,-19,25,47,0
10656,0,-18,-19,25,47,0
10660,0,-18,-19,25,47,0
10664,0,-18,-19,25,47,0
10668,0,-18,-19,25,47,0
10672,0,-18,-20,25,47,0
10676,0,-18,-20,25,47,0
10680,0,-18,-20,25,36,0
10684,0,-18,-20,25,36,0
10688,0,-18,-20,25,36,0
10692,0,-18,-21,25,36,0
10696,0,-18,-21,25,36,0
10700,0,-18,-21,25,36,0
10704,0,-18,-21,25,36,0
10708,0,-18,-21,25,36,0
10712,0,-18,-21,25,36,0
10716,0,-18,-21,25,36,0
10720,0,-18,-21,25,36,0
10724,0,-18,-21,25,36,0
10728,0,-18,-21,25,36,0
10732,0,-18,-21,25,36,0
10736,0,-18,-21,25,36,0
10740,0,-18,-22,25,36,0
10744,0,-18,-22,25,36,0
10748,0,-18,-22,25,36,0
10752,0,-18,-22,25,36,0
10756,0,-18,-22,25,36,0
10760,0,-18,-22,25,36,0
10764,0,-18,-22,25,36,0
10768,0,-18,-22,25,36,0
10772,0,-18,-23,25,36,0
10776,0,-18,-23,25,36,0
10780,0,-18,-23,25,36,0
10784,0,-18,-23,25,36,0
10788,0,-18,-23,25,36,0
10792,0,-18,-23,25,36,0
10796,0,-18,-23,25,36,0
10800,0,-24,-23,26,36,0
10804,0,-22,-23,26,36,0
10808,0,-22,-23,26,36,0
10812,0,-22,-24,26,36,0
10816,0,-22,-24,26,36,0
10820,0,-22,-24,26,36,0
10824,0,-22,-24,26,36,0
10828,0,-22,-24,26,36,0
10832,0,-22,-24,26,36,0
10836,0,-22,-24,26,36,0
10840,0,-27,-25,27,36,0
10844,0,-26,-25,27,36,0
10848,0,-26,-25,27,36,0
10852,0,-26,-25,27,36,0
10856,0,-26,-25,27,36,0
10860,0,-26,-25,27,36,0
10864,0,-26,-25,27,36,0
10868,0,-26,-25,27,36,0
10872,0,-31,-25,28,36,0
10876,0,-30,-25,28,36,0
10880,0,-30,-25,28,36,0
10884,0,-30,-25,28,36,0
10888,0,-30,-25,28,36,0
10892,0,-35,-26,29,36,0
10896,0,-33,-26,29,36,0
10900,0,-33,-26,29,36,0
10904,0,-33,-26,29,36,0
10908,0,-33,-26,29,36,0
10912,0,-33,-27,29,36,0
10916,0,-33,-27,29,36,0
10920,0,-33,-27,29,36,0
10924,0,-33,-27,29,36,0
10928,0,-33,-27,29,36,0
10932,0,-39,-28,30,36,0
10936,0,-37,-28,30,36,0
10940,0,-37,-28,30,36,0
10944,0,-37,-28,30,36,0
10948,0,-37,-28,30,36,0
10952,0,-37,-29,30,36,0
10956,0,-37,-29,30,36,0
10960,0,-37,-29,30,36,0
10964,0,-37,-29,30,36,0
10968,0,-37,-29,30,36,0
10972,0,-37,-30,30,36,0
10976,0,-37,-30,30,36,0
10980,0,-37,-30,30,36,0
10984,0,-37,-30,30,36,0
10988,0,-37,-30,30,36,0
10992,0,-37,-31,30,36,0
10996,0,-37,-31,30,36,0
11000,0,-37,-31,30,36,0
11004,0,-37,-31,30,36,0
11008,0,-37,-31,30,36,0
11012,0,-37,-32,30,36,0
11016,0,-37,-32,30,36,0
11020,0,-37,-32,30,36,0
11024,0,-37,-32,30,36,0
11028,0,-37,-32,30,36,0
11032,0,-37,-33,30,36,0
11036,0,-37,-33,30,36,0
11040,0,-37,-33,30,36,0
11044,0,-37,-33,30,36,0
11048,0,-37,-33,30,36,0
11052,0,-37,-34,30,36,0
11056,0,-37,-34,30,36,0
11060,0,-37,-34,30,36,0
11064,0,-37,-34,30,36,0
11068,0,-37,-34,30,36,0
11072,0,-37,-35,30,36,0
11076,0,-37,-35,30,36,0
11080,0,-37,-35,30,36,0
11084,0,-37,-35,30,36,0
11088,0,-37,-35,30,36,0
11092,0,-32,-36,29,36,0
11096,0,-33,-36,29,36,0
11100,0,-33,-36,29,36,0
11104,0,-33,-36,29,36,0
11108,0,-33,-36,29,36,0
11112,0,-33,-37,29,36,0
11116,0,-33,-37,29,36,0
11120,0,-33,-37,29,36,0
11124,0,-33,-37,29,36,0
11128,0,-33,-37,29,36,0
11132,0,-28,-37,28,36,0
11136,0,-30,-37,28,36,0
11140,0,-30,-38,28,36,0
11144,0,-30,-38,28,36,0
11148,0,-30,-38,28,36,0
11152,0,-30,-39,28,36,0
11156,0,-30,-39,28,36,0
11160,0,-30,-39,28,36,0
11164,0,-30,-39,28,36,0
11168,0,-30,-39,28,36,0
11172,0,-30,-39,28,36,0
11176,0,-30,-39,28,36,0
11180,0,-30,-40,28,36,0
11184,0,-30,-40,28,36,0
11188,0,-30,-40,28,36,0
11192,0,-30,-40,28,36,0
11196,0,-30,-40,28,36,0
11200,0,-24,-41,27,35,0
11204,0,-26,-41,27,35,0
11208,0,-26,-41,27,35,0
11212,0,-26,-41,27,35,0
11216,0,-26,-41,27,35,0
11220,0,-26,-42,27,35,0
11224,0,-26,-42,27,35,0
11228,0,-26,-42,27,35,0
11232,0,-31,-42,28,35,0
11236,0,-30,-42,28,35,0
11240,0,-24,-43,27,35,0
11244,0,-26,-43,27,35,0
11248,0,-26,-43,27,35,0
11252,0,-31,-43,28,35,0
11256,0,-30,-43,28,35,0
11260,0,-30,-43,28,35,0
11264,0,-30,-43,28,35,0
11268,0,-30,-43,28,35,0
11272,0,-30,-44,28,35,0
11276,0,-30,-44,28,35,0
11280,0,-30,-44,28,35,0
11284,0,-30,-44,28,35,0
11288,0,-30,-44,28,35,0
11292,0,-30,-45,28,35,0
11296,0,-30,-45,28,35,0
11300,0,-30,-45,28,35,0
11304,0,-30,-45,28,35,0
11308,0,-30,-45,28,35,0
11312,0,-30,-45,28,35,0
11316,0,-30,-45,28,35,0
11320,0,-24,-46,27,35,0
11324,0,-26,-46,27,35,0
11328,0,-26,-46,27,35,0
11332,0,-26,-46,27,35,0
11336,0,-26,-46,27,35,0
11340,0,-26,-47,27,35,0
11344,0,-26,-47,27,35,0
11348,0,-26,-47,27,35,0
11352,0,-26,-47,27,35,0
11356,0,-26,-47,27,35,0
11360,0,-26,-47,27,35,0
11364,0,-26,-47,27,35,0
11368,0,-26,-47,27,35,0
11372,0,-26,-48,27,35,0
11376,0,-26,-48,27,35,0
11380,0,-26,-48,27,35,0
11384,0,-26,-48,27,35,0
11388,0,-26,-48,27,35,0
11392,0,-26,-48,27,35,0
11396,0,-26,-48,27,35,0
11400,0,-26,-49,27,35,0
11404,0,-26,-49,27,35,0
11408,0,-26,-49,27,35,0
11412,0,-26,-49,27,35,0
11416,0,-26,-49,27,35,0
11420,0,-26,-50,27,35,0
11424,0,-26,-50,27,35,0
11428,0,-26,-50,27,35,0
11432,0,-31,-50,28,35,0
11436,0,-30,-50,28,35,0
11440,0,-30,-50,28,35,0
11444,0,-30,-50,28,35,0
11448,0,-30,-50,28,35,0
11452,0,-30,-51,28,35,0
11456,0,-30,-51,28,35,0
11460,0,-30,-51,28,35,0
11464,0,-30,-51,28,35,0
11468,0,-30,-51,28,35,0
